clave_entidad,entidad,clave_municipio,municipio,poblacion
16,Michoacán,032,Erongarícuaro,15715
16,Michoacán,033,Gabriel Zamora,21466
16,Michoacán,034,Hidalgo,125712
16,Michoacán,035,La Huacana,30627
16,Michoacán,036,Huandacareo,11644
16,Michoacán,037,Huaniqueo,7945
16,Michoacán,038,Huetamo,41973
16,Michoacán,039,Huiramba,9015
16,Michoacán,040,Indaparapeo,18385
16,Michoacán,041,Irimbo,16043
16,Michoacán,042,Ixtlán,14302
16,Michoacán,043,Jacona,68781
16,Michoacán,044,Jiménez,12946
16,Michoacán,045,Jiquilpan,36158
16,Michoacán,046,Juárez,14936
16,Michoacán,047,Jungapeo,19834
16,Michoacán,048,Lagunillas,5745
16,Michoacán,049,Madero,19086
16,Michoacán,050,Maravatío,89311
16,Michoacán,051,Marcos Castellanos,13983
16,Michoacán,052,Lázaro Cárdenas,196003
16,Michoacán,053,Morelia,849053
16,Michoacán,054,Morelos,7983
16,Michoacán,055,Múgica,45732
16,Michoacán,056,Nahuatzen,32598
16,Michoacán,057,Nocupétaro,8196
16,Michoacán,058,Nuevo Parangaricutiro,20981
16,Michoacán,059,Nuevo Urecho,9027
16,Michoacán,060,Numarán,9437
16,Michoacán,061,Ocampo,24774
16,Michoacán,062,Pajacuarán,21028
16,Michoacán,063,Panindícuaro,14889
16,Michoacán,064,Parácuaro,26832
16,Michoacán,065,Paracho,39657
16,Michoacán,066,Pátzcuaro,98382
16,Michoacán,067,Penjamillo,16621
16,Michoacán,068,Peribán,29389
16,Michoacán,069,La Piedad,106490
16,Michoacán,070,Purépero,15503
16,Michoacán,071,Puruándiro,69260
16,Michoacán,072,Queréndaro,13961
16,Michoacán,073,Quiroga,27176
16,Michoacán,074,Cojumatlán de Régules,10553
16,Michoacán,075,Los Reyes,78935
16,Michoacán,076,Sahuayo,78477
16,Michoacán,077,San Lucas,17677
16,Michoacán,078,Santa Ana Maya,12812
16,Michoacán,079,Salvador Escalante,49896
16,Michoacán,080,Senguio,19833
16,Michoacán,081,Susupuato,9076
16,Michoacán,082,Tacámbaro,79540
16,Michoacán,083,Tancítaro,33453
16,Michoacán,084,Tangamandapio,31716
16,Michoacán,085,Tangancícuaro,35256
16,Michoacán,086,Tanhuato,15534
16,Michoacán,087,Taretan,15589
16,Michoacán,088,Tarímbaro,114513
16,Michoacán,089,Tepalcatepec,24074
16,Michoacán,090,Tingambato,16325
16,Michoacán,091,Tingüindín,14934
16,Michoacán,092,Tiquicheo de Nicolás Romero,12836
16,Michoacán,093,Tlalpujahua,28556
16,Michoacán,094,Tlazazalca,6420
16,Michoacán,095,Tocumbo,12325
16,Michoacán,096,Tumbiscatío,5971
16,Michoacán,097,Turicato,29056
16,Michoacán,098,Tuxpan,25757
16,Michoacán,099,Tuzantla,14329
16,Michoacán,100,Tzintzuntzan,14911
16,Michoacán,101,Tzitzio,8855
16,Michoacán,102,Uruapan,356786
16,Michoacán,103,Venustiano Carranza,23469
16,Michoacán,104,Villamar,15864
16,Michoacán,105,Vista Hermosa,20982
16,Michoacán,106,Yurécuaro,32303
16,Michoacán,107,Zacapu,76829
16,Michoacán,108,Zamora,204860
16,Michoacán,109,Zináparo,3232
16,Michoacán,110,Zinapécuaro,49005
16,Michoacán,111,Ziracuaretiro,18402
16,Michoacán,112,Zitácuaro,157056
16,Michoacán,113,José Sixto Verduzco,26213
17,Morelos,001,Amacuzac,17598
17,Morelos,002,Atlatlahucan,25232
17,Morelos,003,Axochiapan,39174
17,Morelos,004,Ayala,89834
17,Morelos,005,Coatlán del Río,10520
17,Morelos,006,Cuautla,187118
17,Morelos,007,Cuernavaca,378476
17,Morelos,008,Emiliano Zapata,107053
17,Morelos,009,Huitzilac,24515
17,Morelos,010,Jantetelco,18402
17,Morelos,011,Jiutepec,215357
17,Morelos,012,Jojutla,57682
17,Morelos,013,Jonacatepec de Leandro Valle,16694
17,Morelos,014,Mazatepec,9653
17,Morelos,015,Miacatlán,15802
17,Morelos,016,Ocuituco,19219
17,Morelos,017,Puente de Ixtla,40018
17,Morelos,018,Temixco,122263
17,Morelos,019,Tepalcingo,28122
17,Morelos,020,Tepoztlán,54987
17,Morelos,021,Tetecala,7617
17,Morelos,022,Tetela del Volcán,14853
17,Morelos,023,Tlalnepantla,7943
17,Morelos,024,Tlaltizapán de Zapata,52399
17,Morelos,025,Tlaquiltenango,33789
17,Morelos,026,Tlayacapan,19408
17,Morelos,027,Totolapan,12750
17,Morelos,028,Xochitepec,73539
17,Morelos,029,Yautepec,105780
17,Morelos,030,Yecapixtla,56083
17,Morelos,031,Zacatepec,36094
17,Morelos,032,Zacualpan de Amilpas,9965
17,Morelos,033,Temoac,16574
17,Morelos,034,Coatetelco,11347
17,Morelos,035,Xoxocotla,27805
17,Morelos,036,Hueyapan,7855
18,Nayarit,001,Acaponeta,37232
18,Nayarit,002,Ahuacatlán,15393
18,Nayarit,003,Amatlán de Cañas,11536
18,Nayarit,004,Compostela,77436
18,Nayarit,005,Huajicori,12230
18,Nayarit,006,Ixtlán del Río,29299
18,Nayarit,007,Jala,19321
18,Nayarit,008,Xalisco,65229
18,Nayarit,009,Del Nayar,47550
18,Nayarit,010,Rosamorada,33567
18,Nayarit,011,Ruíz,24096
18,Nayarit,012,San Blas,41518
18,Nayarit,013,San Pedro Lagunillas,7683
18,Nayarit,014,Santa María del Oro,24911
18,Nayarit,015,Santiago Ixcuintla,93981
18,Nayarit,016,Tecuala,37135
18,Nayarit,017,Tepic,425924
18,Nayarit,018,Tuxpan,30064
18,Nayarit,019,La Yesca,13719
18,Nayarit,020,Bahía de Banderas,187632
19,Nuevo León,001,Abasolo,2974
19,Nuevo León,002,Agualeguas,3382
19,Nuevo León,003,Los Aldamas,1407
19,Nuevo León,004,Allende,35289
19,Nuevo León,005,Anáhuac,18030
19,Nuevo León,006,Apodaca,656464
19,Nuevo León,007,Aramberri,14992
19,Nuevo León,008,Bustamante,3661
19,Nuevo León,009,Cadereyta Jiménez,122337
19,Nuevo León,010,El Carmen,104478
19,Nuevo León,011,Cerralvo,7340
19,Nuevo León,012,Ciénega de Flores,68747
19,Nuevo León,013,China,9930
19,Nuevo León,014,Doctor Arroyo,36088
19,Nuevo León,015,Doctor Coss,1360
19,Nuevo León,016,Doctor González,3256
19,Nuevo León,017,Galeana,40903
19,Nuevo León,018,García,397205
19,Nuevo León,019,San Pedro Garza García,132169
19,Nuevo León,020,General Bravo,5506
19,Nuevo León,021,General Escobedo,481213
19,Nuevo León,022,General Terán,14109
19,Nuevo León,023,General Treviño,1808
19,Nuevo León,024,General Zaragoza,6282
19,Nuevo León,025,General Zuazua,102149
19,Nuevo León,026,Guadalupe,643143
19,Nuevo León,027,Los Herreras,1959
19,Nuevo León,028,Higueras,1386
19,Nuevo León,029,Hualahuises,7026
19,Nuevo León,030,Iturbide,3298
19,Nuevo León,031,Juárez,471523
19,Nuevo León,032,Lampazos de Naranjo,5351
19,Nuevo León,033,Linares,84666
19,Nuevo León,034,Marín,5119
19,Nuevo León,035,Melchor Ocampo,1483
19,Nuevo León,036,Mier y Noriega,7652
19,Nuevo León,037,Mina,6048
19,Nuevo León,038,Montemorelos,67428
19,Nuevo León,039,Monterrey,1142994
19,Nuevo León,040,Parás,906
19,Nuevo León,041,Pesquería,147624
19,Nuevo León,042,Los Ramones,5389
19,Nuevo León,043,Rayones,2377
19,Nuevo León,044,Sabinas Hidalgo,34709
19,Nuevo León,045,Salinas Victoria,86766
19,Nuevo León,046,San Nicolás de los Garza,412199
19,Nuevo León,047,Hidalgo,16086
19,Nuevo León,048,Santa Catarina,306322
19,Nuevo León,049,Santiago,46784
19,Nuevo León,050,Vallecillo,1552
19,Nuevo León,051,Villaldama,3573
20,Oaxaca,001,Abejones,841
20,Oaxaca,002,Acatlán de Pérez Figueroa,45167
20,Oaxaca,003,Asunción Cacalotepec,2547
20,Oaxaca,004,Asunción Cuyotepeji,1107
20,Oaxaca,005,Asunción Ixtaltepec,15261
20,Oaxaca,006,Asunción Nochixtlán,20464
20,Oaxaca,007,Asunción Ocotlán,2395
20,Oaxaca,008,Asunción Tlacolulita,734
20,Oaxaca,009,Ayotzintepec,6857
20,Oaxaca,010,El Barrio de la Soledad,13474
20,Oaxaca,011,Calihualá,1402
20,Oaxaca,012,Candelaria Loxicha,11166
20,Oaxaca,013,Ciénega de Zimatlán,3043
20,Oaxaca,014,Ciudad Ixtepec,28082
20,Oaxaca,015,Coatecas Altas,5356
20,Oaxaca,016,Coicoyán de las Flores,9563
20,Oaxaca,017,La Compañía,3607
20,Oaxaca,018,Concepción Buenavista,752
20,Oaxaca,019,Concepción Pápalo,2754
20,Oaxaca,020,Constancia del Rosario,4847
20,Oaxaca,021,Cosolapa,14488
20,Oaxaca,022,Cosoltepec,803
20,Oaxaca,023,Cuilápam de Guerrero,26882
20,Oaxaca,024,Cuyamecalco Villa de Zaragoza,3644
20,Oaxaca,025,Chahuites,11356
20,Oaxaca,026,Chalcatongo de Hidalgo,9035
20,Oaxaca,027,Chiquihuitlán de Benito Juárez,2179
20,Oaxaca,028,Heroica Ciudad de Ejutla de Crespo,23148
20,Oaxaca,029,Eloxochitlán de Flores Magón,4215
20,Oaxaca,030,El Espinal,8730
20,Oaxaca,031,Tamazulápam del Espíritu Santo,7185
20,Oaxaca,032,Fresnillo de Trujano,1077
20,Oaxaca,033,Guadalupe Etla,2929
20,Oaxaca,034,Guadalupe de Ramírez,1288
20,Oaxaca,035,Guelatao de Juárez,657
20,Oaxaca,036,Guevea de Humboldt,5256
20,Oaxaca,037,Mesones Hidalgo,4424
20,Oaxaca,038,Villa Hidalgo,1885
20,Oaxaca,039,Heroica Ciudad de Huajuapan de León,78313
20,Oaxaca,040,Huautepec,6385
20,Oaxaca,041,Huautla de Jiménez,31710
20,Oaxaca,042,Ixtlán de Juárez,8385
20,Oaxaca,043,Juchitán de Zaragoza,113570
20,Oaxaca,044,Loma Bonita,40934
20,Oaxaca,045,Magdalena Apasco,7888
20,Oaxaca,046,Magdalena Jaltepec,2943
20,Oaxaca,047,Santa Magdalena Jicotlán,81
20,Oaxaca,048,Magdalena Mixtepec,1433
20,Oaxaca,049,Magdalena Ocotlán,1184
20,Oaxaca,050,Magdalena Peñasco,3750
20,Oaxaca,051,Magdalena Teitipac,4764
20,Oaxaca,052,Magdalena Tequisistlán,5996
20,Oaxaca,053,Magdalena Tlacotepec,1297
20,Oaxaca,054,Magdalena Zahuatlán,404
20,Oaxaca,055,Mariscala de Juárez,3739
20,Oaxaca,056,Mártires de Tacubaya,1446
20,Oaxaca,057,Matías Romero Avendaño,38183
20,Oaxaca,058,Mazatlán Villa de Flores,12722
20,Oaxaca,059,Miahuatlán de Porfirio Díaz,50375
20,Oaxaca,060,Mixistlán de la Reforma,2487
20,Oaxaca,061,Monjas,2893
20,Oaxaca,062,Natividad,498
20,Oaxaca,063,Nazareno Etla,4293
20,Oaxaca,064,Nejapa de Madero,8494
20,Oaxaca,065,Ixpantepec Nieves,1079
20,Oaxaca,066,Santiago Niltepec,5342
20,Oaxaca,067,Oaxaca de Juárez,270955
20,Oaxaca,068,Ocotlán de Morelos,23751
20,Oaxaca,069,La Pe,3052
20,Oaxaca,070,Pinotepa de Don Luis,6416
20,Oaxaca,071,Pluma Hidalgo,3255
20,Oaxaca,072,San José del Progreso,8059
20,Oaxaca,073,Putla Villa de Guerrero,34652
20,Oaxaca,074,Santa Catarina Quioquitani,456
20,Oaxaca,075,Reforma de Pineda,2660
20,Oaxaca,076,La Reforma,3411
20,Oaxaca,077,Reyes Etla,4370
20,Oaxaca,078,Rojas de Cuauhtémoc,1301
20,Oaxaca,079,Salina Cruz,84438
20,Oaxaca,080,San Agustín Amatengo,1593
20,Oaxaca,081,San Agustín Atenango,1871
20,Oaxaca,082,San Agustín Chayuco,4163
20,Oaxaca,083,San Agustín de las Juntas,11391
20,Oaxaca,084,San Agustín Etla,4168
20,Oaxaca,085,San Agustín Loxicha,26194
20,Oaxaca,086,San Agustín Tlacotepec,1032
20,Oaxaca,087,San Agustín Yatareni,5521
20,Oaxaca,088,San Andrés Cabecera Nueva,2881
20,Oaxaca,089,San Andrés Dinicuiti,2308
20,Oaxaca,090,San Andrés Huaxpaltepec,6234
20,Oaxaca,091,San Andrés Huayápam,6279
20,Oaxaca,092,San Andrés Ixtlahuaca,1776
20,Oaxaca,093,San Andrés Lagunas,518
20,Oaxaca,094,San Andrés Nuxiño,1850
20,Oaxaca,095,San Andrés Paxtlán,4562
20,Oaxaca,096,San Andrés Sinaxtla,756
20,Oaxaca,097,San Andrés Solaga,1771
20,Oaxaca,098,San Andrés Teotilálpam,4233
20,Oaxaca,099,San Andrés Tepetlapa,381
20,Oaxaca,100,San Andrés Yaá,393
20,Oaxaca,101,San Andrés Zabache,748
20,Oaxaca,102,San Andrés Zautla,5326
20,Oaxaca,103,San Antonino Castillo Velasco,6064
20,Oaxaca,104,San Antonino el Alto,2705
20,Oaxaca,105,San Antonino Monte Verde,7678
20,Oaxaca,106,San Antonio Acutla,249
20,Oaxaca,107,San Antonio de la Cal,26282
20,Oaxaca,108,San Antonio Huitepec,2936
20,Oaxaca,109,San Antonio Nanahuatípam,1232
20,Oaxaca,110,San Antonio Sinicahua,1668
20,Oaxaca,111,San Antonio Tepetlapa,4873
20,Oaxaca,112,San Baltazar Chichicápam,2576
20,Oaxaca,113,San Baltazar Loxicha,3169
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,674
20,Oaxaca,115,San Bartolo Coyotepec,10391
20,Oaxaca,116,San Bartolomé Ayautla,4131
20,Oaxaca,117,San Bartolomé Loxicha,2213
20,Oaxaca,118,San Bartolomé Quialana,2389
20,Oaxaca,119,San Bartolomé Yucuañe,735
20,Oaxaca,120,San Bartolomé Zoogocho,449
20,Oaxaca,121,San Bartolo Soyaltepec,596
20,Oaxaca,122,San Bartolo Yautepec,653
20,Oaxaca,123,San Bernardo Mixtepec,2829
20,Oaxaca,124,San Blas Atempa,19696
20,Oaxaca,125,San Carlos Yautepec,11662
20,Oaxaca,126,San Cristóbal Amatlán,5396
20,Oaxaca,127,San Cristóbal Amoltepec,1252
20,Oaxaca,128,San Cristóbal Lachirioag,1342
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,356
20,Oaxaca,130,San Dionisio del Mar,5180
20,Oaxaca,131,San Dionisio Ocotepec,11411
20,Oaxaca,132,San Dionisio Ocotlán,1380
20,Oaxaca,133,San Esteban Atatlahuca,3934
20,Oaxaca,134,San Felipe Jalapa de Díaz,28500
20,Oaxaca,135,San Felipe Tejalápam,8231
20,Oaxaca,136,San Felipe Usila,12191
20,Oaxaca,137,San Francisco Cahuacuá,3450
20,Oaxaca,138,San Francisco Cajonos,451
20,Oaxaca,139,San Francisco Chapulapa,2195
20,Oaxaca,140,San Francisco Chindúa,812
20,Oaxaca,141,San Francisco del Mar,8710
20,Oaxaca,142,San Francisco Huehuetlán,842
20,Oaxaca,143,San Francisco Ixhuatán,9461
20,Oaxaca,144,San Francisco Jaltepetongo,1075
20,Oaxaca,145,San Francisco Lachigoló,5215
20,Oaxaca,146,San Francisco Logueche,2803
20,Oaxaca,147,San Francisco Nuxaño,376
20,Oaxaca,148,San Francisco Ozolotepec,2182
20,Oaxaca,149,San Francisco Sola,2019
20,Oaxaca,150,San Francisco Telixtlahuaca,13856
20,Oaxaca,151,San Francisco Teopan,312
20,Oaxaca,152,San Francisco Tlapancingo,2472
20,Oaxaca,153,San Gabriel Mixtepec,4910
20,Oaxaca,154,San Ildefonso Amatlán,2329
20,Oaxaca,155,San Ildefonso Sola,1060
20,Oaxaca,156,San Ildefonso Villa Alta,3677
20,Oaxaca,157,San Jacinto Amilpas,16827
20,Oaxaca,158,San Jacinto Tlacotepec,2233
20,Oaxaca,159,San Jerónimo Coatlán,5537
20,Oaxaca,160,San Jerónimo Silacayoapilla,1429
20,Oaxaca,161,San Jerónimo Sosola,2730
20,Oaxaca,162,San Jerónimo Taviche,2046
20,Oaxaca,163,San Jerónimo Tecóatl,1577
20,Oaxaca,164,San Jorge Nuchita,2881
20,Oaxaca,165,San José Ayuquila,1629
20,Oaxaca,166,San José Chiltepec,11310
20,Oaxaca,167,San José del Peñasco,2149
20,Oaxaca,168,San José Estancia Grande,938
20,Oaxaca,169,San José Independencia,4251
20,Oaxaca,170,San José Lachiguiri,3700
20,Oaxaca,171,San José Tenango,18102
20,Oaxaca,172,San Juan Achiutla,408
20,Oaxaca,173,San Juan Atepec,1457
20,Oaxaca,174,Ánimas Trujano,4564
20,Oaxaca,175,San Juan Bautista Atatlahuca,1424
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,2725
20,Oaxaca,177,San Juan Bautista Cuicatlán,10365
20,Oaxaca,178,San Juan Bautista Guelache,6692
20,Oaxaca,179,San Juan Bautista Jayacatlán,1447
20,Oaxaca,180,San Juan Bautista Lo de Soto,2344
20,Oaxaca,181,San Juan Bautista Suchitepec,453
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,2181
20,Oaxaca,183,San Juan Bautista Tlachichilco,1475
20,Oaxaca,184,San Juan Bautista Tuxtepec,159452
20,Oaxaca,185,San Juan Cacahuatepec,8939
20,Oaxaca,186,San Juan Cieneguilla,524
20,Oaxaca,187,San Juan Coatzóspam,1808
20,Oaxaca,188,San Juan Colorado,9609
20,Oaxaca,189,San Juan Comaltepec,3116
20,Oaxaca,190,San Juan Cotzocón,22444
20,Oaxaca,191,San Juan Chicomezúchil,296
20,Oaxaca,192,San Juan Chilateca,1522
20,Oaxaca,193,San Juan del Estado,2807
20,Oaxaca,194,San Juan del Río,1372
20,Oaxaca,195,San Juan Diuxi,1056
20,Oaxaca,196,San Juan Evangelista Analco,407
20,Oaxaca,197,San Juan Guelavía,3288
20,Oaxaca,198,San Juan Guichicovi,29802
20,Oaxaca,199,San Juan Ihualtepec,494
20,Oaxaca,200,San Juan Juquila Mixes,3703
20,Oaxaca,201,San Juan Juquila Vijanos,1880
20,Oaxaca,202,San Juan Lachao,4577
20,Oaxaca,203,San Juan Lachigalla,3538
20,Oaxaca,204,San Juan Lajarcia,634
20,Oaxaca,205,San Juan Lalana,16989
20,Oaxaca,206,San Juan de los Cués,2421
20,Oaxaca,207,San Juan Mazatlán,19032
20,Oaxaca,208,San Juan Mixtepec,6941
20,Oaxaca,209,San Juan Mixtepec.,607
20,Oaxaca,210,San Juan Ñumí,5773
20,Oaxaca,211,San Juan Ozolotepec,3411
20,Oaxaca,212,San Juan Petlapa,3117
20,Oaxaca,213,San Juan Quiahije,4203
20,Oaxaca,214,San Juan Quiotepec,2033
20,Oaxaca,215,San Juan Sayultepec,879
20,Oaxaca,216,San Juan Tabaá,1241
20,Oaxaca,217,San Juan Tamazola,3325
20,Oaxaca,218,San Juan Teita,544
20,Oaxaca,219,San Juan Teitipac,2668
20,Oaxaca,220,San Juan Tepeuxila,2692
20,Oaxaca,221,San Juan Teposcolula,1494
20,Oaxaca,222,San Juan Yaeé,1426
20,Oaxaca,223,San Juan Yatzona,440
20,Oaxaca,224,San Juan Yucuita,643
20,Oaxaca,225,San Lorenzo,5903
20,Oaxaca,226,San Lorenzo Albarradas,2971
20,Oaxaca,227,San Lorenzo Cacaotepec,18339
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,833
20,Oaxaca,229,San Lorenzo Texmelúcan,9148
20,Oaxaca,230,San Lorenzo Victoria,932
20,Oaxaca,231,San Lucas Camotlán,3187
20,Oaxaca,232,San Lucas Ojitlán,22185
20,Oaxaca,233,San Lucas Quiaviní,1720
20,Oaxaca,234,San Lucas Zoquiápam,7163
20,Oaxaca,235,San Luis Amatlán,3829
20,Oaxaca,236,San Marcial Ozolotepec,1372
20,Oaxaca,237,San Marcos Arteaga,1568
20,Oaxaca,238,San Martín de los Cansecos,994
20,Oaxaca,239,San Martín Huamelúlpam,1000
20,Oaxaca,240,San Martín Itunyoso,2749
20,Oaxaca,241,San Martín Lachilá,1034
20,Oaxaca,242,San Martín Peras,12436
20,Oaxaca,243,San Martín Tilcajete,1975
20,Oaxaca,244,San Martín Toxpalan,3934
20,Oaxaca,245,San Martín Zacatepec,1324
20,Oaxaca,246,San Mateo Cajonos,611
20,Oaxaca,247,Capulálpam de Méndez,1619
20,Oaxaca,248,San Mateo del Mar,15571
20,Oaxaca,249,San Mateo Yoloxochitlán,3831
20,Oaxaca,250,San Mateo Etlatongo,1239
20,Oaxaca,251,San Mateo Nejápam,1217
20,Oaxaca,252,San Mateo Peñasco,2384
20,Oaxaca,253,San Mateo Piñas,2021
20,Oaxaca,254,San Mateo Río Hondo,3207
20,Oaxaca,255,San Mateo Sindihui,1977
20,Oaxaca,256,San Mateo Tlapiltepec,229
20,Oaxaca,257,San Melchor Betaza,1052
20,Oaxaca,258,San Miguel Achiutla,698
20,Oaxaca,259,San Miguel Ahuehuetitlán,2142
20,Oaxaca,260,San Miguel Aloápam,2191
20,Oaxaca,261,San Miguel Amatitlán,6932
20,Oaxaca,262,San Miguel Amatlán,991
20,Oaxaca,263,San Miguel Coatlán,3184
20,Oaxaca,264,San Miguel Chicahua,2169
20,Oaxaca,265,San Miguel Chimalapa,6711
20,Oaxaca,266,San Miguel del Puerto,8551
20,Oaxaca,267,San Miguel del Río,245
20,Oaxaca,268,San Miguel Ejutla,1149
20,Oaxaca,269,San Miguel el Grande,4313
20,Oaxaca,270,San Miguel Huautla,1311
20,Oaxaca,271,San Miguel Mixtepec,3194
20,Oaxaca,272,San Miguel Panixtlahuaca,6252
20,Oaxaca,273,San Miguel Peras,3818
20,Oaxaca,274,San Miguel Piedras,1328
20,Oaxaca,275,San Miguel Quetzaltepec,7286
20,Oaxaca,276,San Miguel Santa Flor,691
20,Oaxaca,277,Villa Sola de Vega,12350
20,Oaxaca,278,San Miguel Soyaltepec,38682
20,Oaxaca,279,San Miguel Suchixtepec,2932
20,Oaxaca,280,Villa Talea de Castro,2011
20,Oaxaca,281,San Miguel Tecomatlán,305
20,Oaxaca,282,San Miguel Tenango,653
20,Oaxaca,283,San Miguel Tequixtepec,1044
20,Oaxaca,284,San Miguel Tilquiápam,3141
20,Oaxaca,285,San Miguel Tlacamama,3668
20,Oaxaca,286,San Miguel Tlacotepec,3100
20,Oaxaca,287,San Miguel Tulancingo,307
20,Oaxaca,288,San Miguel Yotao,585
20,Oaxaca,289,San Nicolás,1214
20,Oaxaca,290,San Nicolás Hidalgo,1043
20,Oaxaca,291,San Pablo Coatlán,4308
20,Oaxaca,292,San Pablo Cuatro Venados,1510
20,Oaxaca,293,San Pablo Etla,17116
20,Oaxaca,294,San Pablo Huitzo,7035
20,Oaxaca,295,San Pablo Huixtepec,10020
20,Oaxaca,296,San Pablo Macuiltianguis,955
20,Oaxaca,297,San Pablo Tijaltepec,2751
20,Oaxaca,298,San Pablo Villa de Mitla,13587
20,Oaxaca,299,San Pablo Yaganiza,1125
20,Oaxaca,300,San Pedro Amuzgos,6632
20,Oaxaca,301,San Pedro Apóstol,1594
20,Oaxaca,302,San Pedro Atoyac,4559
20,Oaxaca,303,San Pedro Cajonos,1081
20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,716
20,Oaxaca,305,San Pedro Comitancillo,4333
20,Oaxaca,306,San Pedro el Alto,4654
20,Oaxaca,307,San Pedro Huamelula,9735
20,Oaxaca,308,San Pedro Huilotepec,3307
20,Oaxaca,309,San Pedro Ixcatlán,10368
20,Oaxaca,310,San Pedro Ixtlahuaca,14552
20,Oaxaca,311,San Pedro Jaltepetongo,483
20,Oaxaca,312,San Pedro Jicayán,11279
20,Oaxaca,313,San Pedro Jocotipac,730
20,Oaxaca,314,San Pedro Juchatengo,1755
20,Oaxaca,315,San Pedro Mártir,1899
20,Oaxaca,316,San Pedro Mártir Quiechapa,738
20,Oaxaca,317,San Pedro Mártir Yucuxaco,1257
20,Oaxaca,318,San Pedro Mixtepec,49780
20,Oaxaca,319,San Pedro Mixtepec,972
20,Oaxaca,320,San Pedro Molinos,706
20,Oaxaca,321,San Pedro Nopala,751
20,Oaxaca,322,San Pedro Ocopetatillo,786
20,Oaxaca,323,San Pedro Ocotepec,2404
20,Oaxaca,324,San Pedro Pochutla,48204
20,Oaxaca,325,San Pedro Quiatoni,11930
20,Oaxaca,326,San Pedro Sochiápam,5052
20,Oaxaca,327,San Pedro Tapanatepec,15479
20,Oaxaca,328,San Pedro Taviche,1441
20,Oaxaca,329,San Pedro Teozacoalco,1153
20,Oaxaca,330,San Pedro Teutila,4296
20,Oaxaca,331,San Pedro Tidaá,982
20,Oaxaca,332,San Pedro Topiltepec,373
20,Oaxaca,333,San Pedro Totolápam,3294
20,Oaxaca,334,Villa de Tututepec,50541
20,Oaxaca,335,San Pedro Yaneri,867
20,Oaxaca,336,San Pedro Yólox,1697
20,Oaxaca,337,San Pedro y San Pablo Ayutla,5616
20,Oaxaca,338,Villa de Etla,10361
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,4353
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,1747
20,Oaxaca,341,San Pedro Yucunama,241
20,Oaxaca,342,San Raymundo Jalpan,4105
20,Oaxaca,343,San Sebastián Abasolo,1999
20,Oaxaca,344,San Sebastián Coatlán,2809
20,Oaxaca,345,San Sebastián Ixcapa,4188
20,Oaxaca,346,San Sebastián Nicananduta,1542
20,Oaxaca,347,San Sebastián Río Hondo,4202
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,8192
20,Oaxaca,349,San Sebastián Teitipac,2189
20,Oaxaca,350,San Sebastián Tutla,16878
20,Oaxaca,351,San Simón Almolongas,2802
20,Oaxaca,352,San Simón Zahuatlán,4940
20,Oaxaca,353,Santa Ana,2406
20,Oaxaca,354,Santa Ana Ateixtlahuaca,477
20,Oaxaca,355,Santa Ana Cuauhtémoc,681
20,Oaxaca,356,Santa Ana del Valle,2179
20,Oaxaca,357,Santa Ana Tavela,848
20,Oaxaca,358,Santa Ana Tlapacoyan,1958
20,Oaxaca,359,Santa Ana Yareni,637
20,Oaxaca,360,Santa Ana Zegache,3981
20,Oaxaca,361,Santa Catalina Quierí,825
20,Oaxaca,362,Santa Catarina Cuixtla,1495
20,Oaxaca,363,Santa Catarina Ixtepeji,2675
20,Oaxaca,364,Santa Catarina Juquila,18654
20,Oaxaca,365,Santa Catarina Lachatao,1059
20,Oaxaca,366,Santa Catarina Loxicha,3676
20,Oaxaca,367,Santa Catarina Mechoacán,4582
20,Oaxaca,368,Santa Catarina Minas,2067
20,Oaxaca,369,Santa Catarina Quiané,2193
20,Oaxaca,370,Santa Catarina Tayata,662
20,Oaxaca,371,Santa Catarina Ticuá,986
20,Oaxaca,372,Santa Catarina Yosonotú,1316
20,Oaxaca,373,Santa Catarina Zapoquila,403
20,Oaxaca,374,Santa Cruz Acatepec,1645
20,Oaxaca,375,Santa Cruz Amilpas,13200
20,Oaxaca,376,Santa Cruz de Bravo,365
20,Oaxaca,377,Santa Cruz Itundujia,10860
20,Oaxaca,378,Santa Cruz Mixtepec,3720
20,Oaxaca,379,Santa Cruz Nundaco,2951
20,Oaxaca,380,Santa Cruz Papalutla,2242
20,Oaxaca,381,Santa Cruz Tacache de Mina,2940
20,Oaxaca,382,Santa Cruz Tacahua,1182
20,Oaxaca,383,Santa Cruz Tayata,595
20,Oaxaca,384,Santa Cruz Xitla,4794
20,Oaxaca,385,Santa Cruz Xoxocotlán,100402
20,Oaxaca,386,Santa Cruz Zenzontepec,19079
20,Oaxaca,387,Santa Gertrudis,2891
20,Oaxaca,388,Santa Inés del Monte,2809
20,Oaxaca,389,Santa Inés Yatzeche,908
20,Oaxaca,390,Santa Lucía del Camino,50362
20,Oaxaca,391,Santa Lucía Miahuatlán,3375
20,Oaxaca,392,Santa Lucía Monteverde,6726
