Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,1,1,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,3,2,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,1,0,1,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,10,8,11,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,1,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,6,4,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,21,21,31,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,6,1,4,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,163,176,305,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,48,56,6,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,1,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,1,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,9,7,10,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,79,80,81,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,4,1,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,0,0,1,,,,,,,,,
2026,01,Aguascalientes,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,1,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,1,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,8,4,6,,,,,,,,,
2026,01,Aguascalientes,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,13,13,15,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,48,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,39,41,5,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,11,6,12,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,18,12,14,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,10,15,12,,,,,,,,,
2026,01,Aguascalientes,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,11,8,8,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Con violencia,9,2,2,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a casa habitación,Sin violencia,142,101,131,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,5,2,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,24,18,17,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,1,7,8,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,71,84,81,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de autopartes,Sin violencia,18,9,19,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,37,31,49,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,65,45,59,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,2,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,3,4,11,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,6,3,5,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,2,1,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,2,0,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a negocio,Con violencia,20,11,33,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo a negocio,Sin violencia,111,108,126,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de ganado,Sin violencia,12,17,13,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,1,5,2,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,170,168,196,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Fraude,Fraude,Fraude,193,165,243,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,71,64,72,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,1,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,0,0,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,0,0,1,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,1,2,0,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,409,382,464,,,,,,,,,
2026,01,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,35,34,33,,,,,,,,,
2026,01,Aguascalientes,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,2,5,6,,,,,,,,,
2026,01,Aguascalientes,La familia,Violencia familiar,Violencia familiar,Violencia familiar,206,190,233,,,,,,,,,
2026,01,Aguascalientes,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,2,1,,,,,,,,,
2026,01,Aguascalientes,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,26,26,24,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,6,6,7,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,0,0,1,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,0,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,0,1,1,,,,,,,,,
2026,01,Aguascalientes,La sociedad,Discriminación,Discriminación,Discriminación,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,389,303,312,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,385,419,437,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,200,208,258,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,32,42,49,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,7,11,12,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,37,49,41,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,5,8,9,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,42,31,30,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,2,0,0,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,0,0,0,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,13,13,27,,,,,,,,,
2026,01,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,2,5,2,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,12,11,4,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,72,73,84,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,26,17,14,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,10,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,32,40,32,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,6,2,2,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,20,26,45,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,3,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,15,70,107,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,24,13,37,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,9,12,13,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,287,349,434,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,1,1,1,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,112,86,149,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,19,20,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,1,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,1,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,2,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,3,1,2,,,,,,,,,
2026,02,Baja California,La vida y la Integridad corporal,Aborto,Aborto,Aborto,6,5,7,,,,,,,,,
2026,02,Baja California,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,16,5,12,,,,,,,,,
2026,02,Baja California,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Rapto,Rapto,Rapto,0,0,0,,,,,,,,,
2026,02,Baja California,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,32,47,53,,,,,,,,,
2026,02,Baja California,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,63,59,81,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,126,118,169,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,9,21,29,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,13,35,14,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,102,118,20,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,48,58,70,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,12,11,19,,,,,,,,,
2026,02,Baja California,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,30,34,30,,,,,,,,,
2026,02,Baja California,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,54,53,38,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a casa habitación,Con violencia,10,13,8,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a casa habitación,Sin violencia,127,102,136,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,50,49,61,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,506,493,474,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,4,13,13,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,78,61,83,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de autopartes,Sin violencia,10,3,10,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,2,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transportista,Sin violencia,3,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,140,132,183,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,167,150,198,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,1,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,1,1,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,3,3,2,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte individual,Con violencia,1,2,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo en transporte individual,Sin violencia,2,1,3,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,1,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a negocio,Con violencia,246,168,196,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo a negocio,Sin violencia,149,132,136,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de ganado,Sin violencia,0,6,5,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Otros robos,Con violencia,52,50,46,,,,,,,,,
2026,02,Baja California,El patrimonio,Robo,Otros robos,Sin violencia,313,400,464,,,,,,,,,
2026,02,Baja California,El patrimonio,Fraude,Fraude,Fraude,212,179,205,,,,,,,,,
2026,02,Baja California,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,41,30,43,,,,,,,,,
2026,02,Baja California,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,0,0,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,6,5,29,,,,,,,,,
2026,02,Baja California,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,5,10,0,,,,,,,,,
2026,02,Baja California,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,455,433,572,,,,,,,,,
2026,02,Baja California,El patrimonio,Despojo,Despojo,Despojo,85,94,112,,,,,,,,,
2026,02,Baja California,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,7,4,1,,,,,,,,,
2026,02,Baja California,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1203,1139,1530,,,,,,,,,
2026,02,Baja California,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,,,,,,,,,
2026,02,Baja California,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,87,100,102,,,,,,,,,
2026,02,Baja California,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,16,22,24,,,,,,,,,
2026,02,Baja California,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,5,115,98,,,,,,,,,
2026,02,Baja California,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,3,2,3,,,,,,,,,
2026,02,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,1,0,,,,,,,,,
2026,02,Baja California,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,,,,,,,,,
2026,02,Baja California,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,0,0,,,,,,,,,
2026,02,Baja California,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,3,3,5,,,,,,,,,
